Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
SO3&Sigma;v=0:Sulfur Monoxide:326.64476:4.21E-5:::5(6)-6(5):-5.08350::24.31570:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:326.64482:0.000129:::5(6)-6(5):0.00000::24.31600:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:326.64493:8.86E-5:::5(6)-6(5):-5.07500::24.31570:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::329.38548:7.0E-5:1(2)-0(1):-4.06220::0.00000:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::329.38548:7.0E-5:1(2)-0(1):-4.07070:4.5 +or- 0.8:0.00000:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:329.38552:5.7E-5:329.38547:1.0E-5:1(2)-0(1):0.00000::0.00000:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:::339.34146:7.0E-5:3(3)-3(2):-3.71140::6.41220:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::339.34146:7.0E-5:3(3)-3(2):-3.71990::6.41220:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:339.34150:6.2E-5:339.34145:5.0E-6:3(3)-3(2):0.00000::6.41200:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:::340.71416:7.0E-5:7(8)-6(7):-1.92790::45.10320:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::340.71416:7.0E-5:7(8)-6(7):-1.93640: 2.7:45.10320:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:340.71435:1.7E-5:::7(8)-6(7):0.00000::45.10300:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:::344.31061:7.0E-5:8(8)-7(7):-1.86990::49.31810:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::344.31061:7.0E-5:8(8)-7(7):-1.87840:10.93:49.31810:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:344.31079:1.6E-5:344.31061:5.0E-6:8(8)-7(7):0.00000::49.31800:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:345.70447:2.38E-5:::2(3)-2(1):-5.88730::3.09990:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:345.70456:3.68E-5:::2(3)-2(1):-5.88730::3.09990:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::346.52848:7.0E-5:9(8)-8(7):-1.79560::43.19280:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::346.52848:7.0E-5:9(8)-8(7):-1.80410::43.19280:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:346.52859:2.0E-5:346.52848:5.0E-6:9(8)-8(7):0.00000::43.19300:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:361.35111:4.86E-5:::6(7)-7(6):-5.15960::33.04990:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:361.35118:0.000151:::6(7)-7(6):0.00000::33.05000:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:361.35122:0.0001037:::6(7)-7(6):-5.15110::33.04990:JPL
SO3&Sigma;v=0:Sulfur Monoxide:372.43411:2.36E-5:::2(2)-1(0):-6.12590::1.00070:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:373.34421:2.61E-5:::4(4)-4(3):-3.64740::11.02130:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:373.34427:7.2E-5:::4(4)-4(3):0.00000::11.02100:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:373.34429:5.25E-5:::4(4)-4(3):-3.63890::11.02130:JPL
SO3&Sigma;v=0:Sulfur Monoxide:384.52710:5.48E-5:::8(9)-7(8):-1.78830::56.46820:JPL
SO3&Sigma;v=0:Sulfur Monoxide:384.52729:6.3E-6:::8(9)-7(8):-1.79680::56.46830:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:384.52735:1.8E-5:384.52749:1.5E-5:8(9)-7(8):0.00000::56.46800:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:387.32865:5.67E-5:::9(9)-8(8):-1.74040::60.80300:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::387.32879:2.0E-5:9(9)-8(8):-1.74890::60.80300:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:387.32888:1.7E-5:387.32879:5.0E-6:9(9)-8(8):0.00000::60.80300:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:389.12092:6.68E-5:::10(9)-9(8):-1.67430::54.75180:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::389.12093:2.0E-5:10(9)-9(8):-1.68290::54.75180:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:389.12103:2.1E-5:389.12093:5.0E-6:10(9)-9(8):0.00000::54.75200:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:397.98753:0.0001295:::7(8)-8(7):-5.22550::43.19280:JPL
SO3&Sigma;v=0:Sulfur Monoxide:397.98754:5.51E-5:::7(8)-8(7):-5.23400::43.19280:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:397.98761:0.000171:::7(8)-8(7):0.00000::43.19300:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:405.37640:2.72E-5:::3(4)-3(2):-5.75020::6.41220:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:405.37654:5.15E-5:::3(4)-3(2):-5.75010::6.41220:JPL
SO3&Sigma;v=0:Sulfur Monoxide:408.63614:2.34E-5:::2(3)-1(0):-3.90110::1.00070:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:408.63619:3.41E-5:::2(3)-1(0):-3.89260::1.00070:JPL
SO3&Sigma;v=0:Sulfur Monoxide:409.95949:2.9E-5:::5(5)-5(4):-3.59580::16.97900:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:409.95958:6.99E-5:::5(5)-5(4):-3.58730::16.97900:JPL
SO3&Sigma;v=0:Sulfur Monoxide:409.95958:8.7E-5:::5(5)-5(4):0.00000::16.97900:SLAIM
