H&alpha;:Hydrogen Recombination Line:191.65673:0:::H(32)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:210.50177:0:::H(31)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:231.90093:0:::H(30)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:284.25057:0:::H(28)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:316.41542:0:::H(27)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:353.62275:0:::H(26)&alpha;:0.00000::0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:396.90083:0:::H(25)&alpha;:0.00000::0.00000:Recomb
