Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
CH3CNv=0:Methyl Cyanide:330.76028:2.0E-7:::18(7)-17(7):-2.34560::336.93910:JPL
CH3CNv=0:Methyl Cyanide:330.76030:6.0E-6:::18(7)-17(7):0.00000::336.93900:SLAIM
CH3CNv=0:Methyl Cyanide:330.84276:2.0E-7:::18(6)-17(6):-1.89010::272.49861:JPL
CH3CNv=0:Methyl Cyanide:330.84277:4.0E-6:330.84278:1.0E-6:18(6)-17(6):0.00000::272.49800:SLAIM
CH3CNv=0:Methyl Cyanide:330.91261:2.0E-7:::18(5)-17(5):-2.06100::217.94710:JPL
CH3CNv=0:Methyl Cyanide:330.91261:3.0E-6:::18(5)-17(5):0.00000::217.94700:SLAIM
CH3CNv=0:Methyl Cyanide:330.96979:2.0E-7:::18(4)-17(4):-1.95500::173.29720:JPL
CH3CNv=0:Methyl Cyanide:330.96980:2.0E-6:::18(4)-17(4):0.00000::173.29700:SLAIM
CH3CNv=0:Methyl Cyanide:::331.01430:1.0E-6:18(3)-17(3):-1.57170::138.55891:JPL
CH3CNv=0:Methyl Cyanide:331.01430:2.0E-6:331.01430:1.0E-6:18(3)-17(3):0.00000::138.55900:SLAIM
CH3CNv=0:Methyl Cyanide:331.04609:2.0E-6:::18(2)-17(2):0.00000::113.74000:SLAIM
CH3CNv=0:Methyl Cyanide:331.04610:2.0E-7:::18(2)-17(2):-1.81410::113.74020:JPL
CH3CNv=0:Methyl Cyanide:331.06518:2.0E-6:::18(1)-17(1):0.00000::98.84700:SLAIM
CH3CNv=0:Methyl Cyanide:331.06518:3.0E-7:::18(1)-17(1):-1.77900::98.84670:JPL
CH3CNv=0:Methyl Cyanide:331.07154:2.0E-6:331.07154:1.0E-6:18(0)-17(0):0.00000::93.88200:SLAIM
CH3CNv=0:Methyl Cyanide:::331.07154:1.0E-6:18(0)-17(0):-1.76730::93.88180:JPL
CH3CNv=0:Methyl Cyanide:349.21231:2.0E-7:::19(6)-18(6):-1.83770::283.53431:JPL
CH3CNv=0:Methyl Cyanide:349.21232:4.0E-6:::19(6)-18(6):0.00000::283.53400:SLAIM
CH3CNv=0:Methyl Cyanide:349.28601:2.0E-7:::19(5)-18(5):-2.01050::228.98520:JPL
CH3CNv=0:Methyl Cyanide:349.28601:3.0E-6:::19(5)-18(5):0.00000::228.98500:SLAIM
CH3CNv=0:Methyl Cyanide:349.34634:2.0E-7:::19(4)-18(4):-1.90590::184.33710:JPL
CH3CNv=0:Methyl Cyanide:349.34635:2.0E-6:::19(4)-18(4):0.00000::184.33700:SLAIM
CH3CNv=0:Methyl Cyanide:349.39330:2.0E-7:::19(3)-18(3):-1.52370::149.60031:JPL
CH3CNv=0:Methyl Cyanide:349.39330:2.0E-6:::19(3)-18(3):0.00000::149.60000:SLAIM
CH3CNv=0:Methyl Cyanide:349.42685:2.0E-6:::19(2)-18(2):0.00000::124.78300:SLAIM
CH3CNv=0:Methyl Cyanide:349.42685:2.0E-7:::19(2)-18(2):-1.76680::124.78270:JPL
CH3CNv=0:Methyl Cyanide:349.44698:2.0E-6:::19(1)-18(1):0.00000::109.89000:SLAIM
CH3CNv=0:Methyl Cyanide:349.44699:3.0E-7:::19(1)-18(1):-1.73210::109.88990:JPL
CH3CNv=0:Methyl Cyanide:349.45370:2.0E-6:::19(0)-18(0):0.00000::104.92500:SLAIM
CH3CNv=0:Methyl Cyanide:349.45370:3.0E-7:::19(0)-18(0):-1.72050::104.92520:JPL
CH3CNv=0:Methyl Cyanide:367.58014:2.0E-7:::20(6)-19(6):-1.79120::295.18271:JPL
CH3CNv=0:Methyl Cyanide:367.58015:4.0E-6:::20(6)-19(6):0.00000::295.18300:SLAIM
CH3CNv=0:Methyl Cyanide:367.65768:2.0E-7:::20(5)-19(5):-1.96550::240.63610:JPL
CH3CNv=0:Methyl Cyanide:367.65768:3.0E-6:::20(5)-19(5):0.00000::240.63600:SLAIM
CH3CNv=0:Methyl Cyanide:367.72116:2.0E-7:::20(4)-19(4):-1.86200::195.99010:JPL
CH3CNv=0:Methyl Cyanide:367.72117:2.0E-6:::20(4)-19(4):0.00000::195.99000:SLAIM
CH3CNv=0:Methyl Cyanide:367.77057:2.0E-7:::20(3)-19(3):-1.48070::161.25481:JPL
CH3CNv=0:Methyl Cyanide:367.77057:2.0E-6:::20(3)-19(3):0.00000::161.25500:SLAIM
CH3CNv=0:Methyl Cyanide:367.80587:2.0E-6:::20(2)-19(2):0.00000::136.43800:SLAIM
CH3CNv=0:Methyl Cyanide:367.80587:2.0E-7:::20(2)-19(2):-1.72440::136.43830:JPL
CH3CNv=0:Methyl Cyanide:367.82705:2.0E-6:::20(1)-19(1):0.00000::121.54600:SLAIM
CH3CNv=0:Methyl Cyanide:367.82706:3.0E-7:::20(1)-19(1):-1.69010::121.54610:JPL
CH3CNv=0:Methyl Cyanide:367.83412:2.0E-6:::20(0)-19(0):0.00000::116.58200:SLAIM
CH3CNv=0:Methyl Cyanide:367.83412:3.0E-7:::20(0)-19(0):-1.67860::116.58170:JPL
CH3CNv=0:Methyl Cyanide:385.94616:2.0E-7:::21(6)-20(6):-1.74980::307.44391:JPL
CH3CNv=0:Methyl Cyanide:385.94617:4.0E-6:385.94617:1.0E-6:21(6)-20(6):0.00000::307.44400:SLAIM
CH3CNv=0:Methyl Cyanide:386.02754:2.0E-7:::21(5)-20(5):-1.92540::252.89980:JPL
CH3CNv=0:Methyl Cyanide:386.02754:3.0E-6:::21(5)-20(5):0.00000::252.90000:SLAIM
CH3CNv=0:Methyl Cyanide:386.09416:2.0E-7:::21(4)-20(4):-1.82300::208.25590:JPL
CH3CNv=0:Methyl Cyanide:386.09416:2.0E-6:::21(4)-20(4):0.00000::208.25600:SLAIM
CH3CNv=0:Methyl Cyanide:::386.14601:1.0E-6:21(3)-20(3):-1.44240::173.52231:JPL
CH3CNv=0:Methyl Cyanide:386.14601:2.0E-6:386.14601:1.0E-6:21(3)-20(3):0.00000::173.52200:SLAIM
CH3CNv=0:Methyl Cyanide:386.18306:2.0E-6:::21(2)-20(2):0.00000::148.70700:SLAIM
CH3CNv=0:Methyl Cyanide:386.18306:2.0E-7:::21(2)-20(2):-1.68670::148.70700:JPL
CH3CNv=0:Methyl Cyanide:386.20530:2.0E-6:::21(1)-20(1):0.00000::133.81600:SLAIM
CH3CNv=0:Methyl Cyanide:386.20530:3.0E-7:::21(1)-20(1):-1.65260::133.81550:JPL
CH3CNv=0:Methyl Cyanide:386.21271:2.0E-6:386.21271:1.0E-6:21(0)-20(0):0.00000::128.85100:SLAIM
CH3CNv=0:Methyl Cyanide:::386.21271:1.0E-6:21(0)-20(0):-1.64130::128.85130:JPL
CH3CNv=0:Methyl Cyanide:404.31028:2.0E-7:::22(6)-21(6):-1.71330::320.31771:JPL
CH3CNv=0:Methyl Cyanide:404.31028:5.0E-6:404.31029:0.0001:22(6)-21(6):0.00000::320.31700:SLAIM
CH3CNv=0:Methyl Cyanide:404.39549:2.0E-7:::22(5)-21(5):-1.89000::265.77630:JPL
CH3CNv=0:Methyl Cyanide:404.39549:3.0E-6:::22(5)-21(5):0.00000::265.77600:SLAIM
CH3CNv=0:Methyl Cyanide:404.46525:2.0E-7:::22(4)-21(4):-1.78840::221.13460:JPL
CH3CNv=0:Methyl Cyanide:404.46525:2.0E-6:::22(4)-21(4):0.00000::221.13500:SLAIM
CH3CNv=0:Methyl Cyanide:404.51954:2.0E-7:::22(3)-21(3):-1.40850::186.40281:JPL
CH3CNv=0:Methyl Cyanide:404.51954:2.0E-6:404.51953:0.0001:22(3)-21(3):0.00000::186.40300:SLAIM
CH3CNv=0:Methyl Cyanide:404.55834:2.0E-6:::22(2)-21(2):0.00000::161.58900:SLAIM
CH3CNv=0:Methyl Cyanide:404.55834:2.0E-7:::22(2)-21(2):-1.65320::161.58870:JPL
CH3CNv=0:Methyl Cyanide:404.58162:2.0E-6:::22(1)-21(1):0.00000::146.69800:SLAIM
CH3CNv=0:Methyl Cyanide:404.58162:3.0E-7:::22(1)-21(1):-1.61940::146.69800:JPL
CH3CNv=0:Methyl Cyanide:404.58938:2.0E-6:::22(0)-21(0):0.00000::141.73400:SLAIM
CH3CNv=0:Methyl Cyanide:404.58938:3.0E-7:::22(0)-21(0):-1.60810::141.73400:JPL
CH3CNv=0:Methyl Cyanide:422.67240:2.0E-7:::23(6)-22(6):-1.68110::333.80401:JPL
CH3CNv=0:Methyl Cyanide:422.67241:5.0E-6:422.67241:1.0E-6:23(6)-22(6):0.00000::333.80400:SLAIM
CH3CNv=0:Methyl Cyanide:422.76144:2.0E-7:::23(5)-22(5):-1.85880::279.26550:JPL
CH3CNv=0:Methyl Cyanide:422.76144:3.0E-6:::23(5)-22(5):0.00000::279.26500:SLAIM
CH3CNv=0:Methyl Cyanide:422.83434:2.0E-7:::23(4)-22(4):-1.75800::234.62610:JPL
CH3CNv=0:Methyl Cyanide:422.83434:2.0E-6:::23(4)-22(4):0.00000::234.62600:SLAIM
CH3CNv=0:Methyl Cyanide:::422.89107:1.0E-6:23(3)-22(3):-1.37860::199.89611:JPL
CH3CNv=0:Methyl Cyanide:422.89107:2.0E-6:422.89107:1.0E-6:23(3)-22(3):0.00000::199.89600:SLAIM
CH3CNv=0:Methyl Cyanide:422.93160:2.0E-6:::23(2)-22(2):0.00000::175.08300:SLAIM
CH3CNv=0:Methyl Cyanide:422.93161:2.0E-7:::23(2)-22(2):-1.62370::175.08330:JPL
CH3CNv=0:Methyl Cyanide:422.95593:2.0E-6:::23(1)-22(1):0.00000::160.19300:SLAIM
CH3CNv=0:Methyl Cyanide:422.95593:3.0E-7:::23(1)-22(1):-1.59020::160.19330:JPL
CH3CNv=0:Methyl Cyanide:422.96404:2.0E-6:422.96404:1.0E-6:23(0)-22(0):0.00000::155.23000:SLAIM
CH3CNv=0:Methyl Cyanide:::422.96404:1.0E-6:23(0)-22(0):-1.57900::155.22970:JPL
