Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
13CN:Cyanide Radical:325.04713:0.0001702:::N=3-2,J=5/2-5/2,F1=3-3,F=2-2:-4.32460::10.90210:CDMS
13CN:Cyanide Radical:325.04714:0.0001057:::N=3-2,J=7/2-5/2,F1=3-3,F=2-2:-4.32450::10.90210:JPL
13CN:Cyanide Radical:325.05961:0.0001719:::N=3-2,J=5/2-5/2,F1=3-3,F=3-2:-5.23280::10.90210:CDMS
13CN:Cyanide Radical:325.05962:0.0001066:::N=3-2,J=7/2-5/2,F1=3-3,F=3-2:-5.23270::10.90210:JPL
13CN:Cyanide Radical:325.06031:0.0001701:::N=3-2,J=5/2-5/2,F1=3-3,F=2-3:-5.21480::10.90170:CDMS
13CN:Cyanide Radical:325.06032:0.0001087:::N=3-2,J=7/2-5/2,F1=3-3,F=2-3:-5.21470::10.90170:JPL
13CN:Cyanide Radical:325.07278:0.0001718:::N=3-2,J=5/2-5/2,F1=3-3,F=3-3:-4.21620::10.90170:CDMS
13CN:Cyanide Radical:325.07280:0.0001053:::N=3-2,J=7/2-5/2,F1=3-3,F=3-3:-4.21610::10.90170:JPL
13CN:Cyanide Radical:325.08934:0.0001717:::N=3-2,J=5/2-5/2,F1=3-3,F=3-4:-5.21630::10.90110:CDMS
13CN:Cyanide Radical:325.08937:0.0001091:::N=3-2,J=7/2-5/2,F1=3-3,F=3-4:-5.21620::10.90110:JPL
13CN:Cyanide Radical:325.09033:0.0001135:::N=3-2,J=7/2-5/2,F1=3-3,F=4-3:-5.23830::10.90170:JPL
13CN:Cyanide Radical:325.09034:0.0001742:::N=3-2,J=5/2-5/2,F1=3-3,F=4-3:-5.23830::10.90170:CDMS
13CN:Cyanide Radical:325.10689:0.0001741:::N=3-2,J=5/2-5/2,F1=3-3,F=4-4:-4.07470::10.90110:CDMS
