Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
SO3&Sigma;v=0:Sulfur Monoxide:267.19775:2.98E-5:::3(4)-4(3):-4.93370: 6.3:11.02130:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:267.19777:8.5E-5:::3(4)-4(3):0.00000::11.02100:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:267.19790:6.12E-5:::3(4)-4(3):-4.92520::11.02130:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::286.34015:3.0E-5:1(1)-1(0):-4.01690::1.00070:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:286.34016:5.7E-5:286.34015:3.0E-6:1(1)-1(0):0.00000::1.00100:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:::286.34021:6.0E-5:1(1)-1(0):-4.00840::1.00070:JPL
SO3&Sigma;v=0:Sulfur Monoxide:294.76839:3.56E-5:::4(5)-5(4):-5.00650::16.97900:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:294.76844:0.000107:::4(5)-5(4):0.00000::16.97900:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:294.76857:7.59E-5:::4(5)-5(4):-4.99800::16.97900:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::296.55005:6.0E-5:6(7)-5(6):-2.09620::35.21140:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::296.55006:3.0E-5:6(7)-5(6):-2.10470: 3.7f:35.21140:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:296.55011:1.6E-5:::6(7)-5(6):0.00000::35.21100:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:299.38396:2.32E-5:::1(2)-1(0):-6.10320::1.00070:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:::301.28612:6.0E-5:7(7)-6(6):-2.02350::39.26820:JPL
SO3&Sigma;v=0:Sulfur Monoxide:::301.28612:6.0E-5:7(7)-6(6):-2.03200: 2.7:39.26820:CDMS
SO3&Sigma;v=0:Sulfur Monoxide:301.28619:1.4E-5:301.28612:5.0E-6:7(7)-6(6):0.00000::39.26800:SLAIM
SO3&Sigma;v=0:Sulfur Monoxide:::304.07784:6.0E-5:8(7)-7(6):-1.93810::33.04990:JPL
