Species:Chemical Name:Freq-GHz:Freq Err:Meas Freq-GHz:Meas Freq Err:Resolved QNs:CDMS/JPL Intensity:Lovas/AST Intensity:E_L (cm^-1):Linelist
SO2v=0:Sulfur dioxide:358.01315:1.5E-6:::5(4,2)-5(3,3):-3.28760: 2.35:24.94250:CDMS
SO2v=0:Sulfur dioxide:358.03788:9.0E-6:358.03808:0.0002:4(4,0)-4(3,1):0.00000::21.75000:SLAIM
SO2v=0:Sulfur dioxide:358.03789:1.5E-6:::4(4,0)-4(3,1):-3.54540: 0.7:21.75020:CDMS
SO2v=0:Sulfur dioxide:::358.03808:0.0002:4(4,0)-4(3,1):-3.51090::21.75020:JPL
SO2v=0:Sulfur dioxide:371.17243:1.0E-5:::6(3,3)-5(2,4):0.00000::16.39500:SLAIM
SO2v=0:Sulfur dioxide:371.17245:1.6E-6:::6(3,3)-5(2,4):-3.00220::16.39500:CDMS
SO2v=0:Sulfur dioxide:371.17245:3.1E-6:::6(3,3)-5(2,4):-2.96770::16.39500:JPL
SO2v=0:Sulfur dioxide:384.83648:1.1E-5:::3(3,1)-4(0,4):0.00000::6.36000:SLAIM
SO2v=0:Sulfur dioxide:384.83649:1.7E-6:::3(3,1)-4(0,4):-7.52400::6.36010:CDMS
SO2v=0:Sulfur dioxide:384.83649:3.3E-6:::3(3,1)-4(0,4):-7.48950::6.36010:JPL
SO2v=0:Sulfur dioxide:388.32279:1.1E-5:::7(3,5)-6(2,4):0.00000::20.29400:SLAIM
SO2v=0:Sulfur dioxide:388.32281:1.7E-6:::7(3,5)-6(2,4):-2.94510::20.29410:CDMS
SO2v=0:Sulfur dioxide:388.32282:3.3E-6:::7(3,5)-6(2,4):-2.91060::20.29410:JPL
SO2v=0:Sulfur dioxide:394.58191:1.1E-5:::10(2,8)-9(1,9):0.00000::29.18500:SLAIM
SO2v=0:Sulfur dioxide:394.58193:3.4E-6:::10(2,8)-9(1,9):-3.18190::29.18480:JPL
SO2v=0:Sulfur dioxide:394.58194:1.7E-6:::10(2,8)-9(1,9):-3.21640::29.18480:CDMS
SO2v=0:Sulfur dioxide:408.51659:1.4E-5:::7(6,2)-8(5,3):0.00000::65.63500:SLAIM
SO2v=0:Sulfur dioxide:408.51663:4.7E-6:::7(6,2)-8(5,3):-4.17200::65.63520:JPL
SO2v=0:Sulfur dioxide:408.51663:1.6E-6:::7(6,2)-8(5,3):-4.20660::65.63520:CDMS
SO2v=0:Sulfur dioxide:410.60819:1.2E-5:::8(3,5)-7(2,6):0.00000::24.67100:SLAIM
SO2v=0:Sulfur dioxide:410.60822:1.8E-6:::8(3,5)-7(2,6):-2.88740::24.67130:CDMS
SO2v=0:Sulfur dioxide:410.60822:3.5E-6:::8(3,5)-7(2,6):-2.85290::24.67130:JPL
SO2v=0:Sulfur dioxide:423.51367:1.2E-5:::9(3,7)-8(2,6):0.00000::29.98800:SLAIM
SO2v=0:Sulfur dioxide:423.51369:1.8E-6:::9(3,7)-8(2,6):-2.84430::29.98820:CDMS
SO2v=0:Sulfur dioxide:423.51370:3.8E-6:::9(3,7)-8(2,6):-2.80980::29.98820:JPL
