 55.7827 18.3061    0   0.20  -4.40  39.00  -416.0 -5747.0
 55.7828 18.3061    1   0.20  -4.40  39.00  -412.0 -5743.0
 55.7828 18.3061    2   0.20  -4.40  39.00  -412.0 -5743.0
 55.7828 18.3061    3   0.20  -4.40  39.00  -415.0 -5739.0
 55.7828 18.3061    4   0.20  -4.40  39.00  -412.0 -5737.0
 55.7828 18.3061    5   0.20  -4.40  39.00  -411.0 -5741.0
 55.7828 18.3061    6   0.20  -4.40  39.00  -411.0 -5743.0
 55.7828 18.3061    7   0.20  -4.40  39.00  -404.0 -5747.0
 55.7828 18.3061    8   0.20  -4.40  39.00  -408.0 -5745.0
 55.7828 18.3061    9   0.20  -4.40  39.00  -424.0 -5740.0
 55.7828 18.3061   10   0.20  -4.40  39.00  -415.0 -5736.0
 55.7828 18.3061   11   0.20  -4.40  39.00  -411.0 -5732.0
 55.7828 18.3061   12   0.20  -4.40  39.00  -417.0 -5744.0
 55.7828 18.3061   13   0.20  -4.40  39.00  -415.0 -5745.0
 55.7828 18.3061   14   0.20  -4.40  39.00  -421.0 -5258.0
 55.7828 18.3061   15   0.20  -4.40  39.00  -415.0 -5251.0
 55.7828 18.3061   16   0.20  -4.40  39.00  -415.0 -5253.0
 55.7828 18.3061   17   0.20  -4.40  39.00  -407.0 -5255.0
 55.7828 18.3061   18   0.20  -4.40  39.00  -412.0 -5260.0
 55.7828 18.3061   19   0.20  -4.40  39.00  -419.0 -5260.0
 55.7828 18.3061   20   0.20  -4.40  39.00  -415.0 -5255.0
 55.7828 18.3061   21   0.20  -4.40  39.00  -411.0 -5255.0
 55.7828 18.3061   22   0.20  -4.40  39.00  -413.0 -5251.0
 55.7828 18.3061   23   0.20  -4.40  39.00  -416.0 -5255.0
 55.7828 18.3061   24   0.20  -4.40  39.00  -411.0 -5247.0
 55.7828 18.3061   25   0.20  -4.40  39.00  -411.0 -5245.0
 55.7828 18.3061   26   0.20  -4.40  39.00  -417.0 -5251.0
 55.7828 18.3061   27   0.20  -4.40  39.00  -419.0 -5253.0
 55.7828 18.3061   28   0.20  -4.40  39.00  -411.0 -5251.0
 55.7828 18.3061   29   0.20  -4.40  39.00  -407.0 -5250.0
 55.7828 18.3061   30   0.20  -4.40  39.00  -415.0 -5257.0
 55.7828 18.3061   31   0.20  -4.40  39.00  -415.0 -5259.0
 55.7828 18.3061   32   0.20  -4.40  39.00  -419.0 -5247.0
 55.7828 18.3061   33   0.20  -4.40  39.00  -417.0 -5249.0
 55.7828 18.3061   34   0.20  -4.40  39.00  -413.0 -5255.0
 55.7828 18.3061   35   0.20  -4.40  39.00  -411.0 -5251.0
 55.7827 18.3060   36   0.20  -4.40  39.00  -419.0 -5255.0
 55.7827 18.3061   37   0.20  -4.40  39.00  -411.0 -5252.0
 55.7827 18.3061   38   0.20  -4.40  39.00  -413.0 -5255.0
 55.7827 18.3061   39   0.20  -4.40  39.00  -415.0 -5247.0
 55.7828 18.3061   40   0.20  -4.40  39.00  -411.0 -5249.0
 55.7828 18.3061   41   0.20  -4.40  39.00  -411.0 -5247.0
 55.7828 18.3061   42   0.20  -4.40  39.00  -411.0 -5261.0
 55.7828 18.3061   43   0.20  -4.40  39.00  -415.0 -5255.0
 55.7828 18.3061   44   0.20  -4.40  39.00  -415.0 -5251.0
 55.7828 18.3061   45   0.20  -4.40  39.00  -419.0 -5247.0
 55.7828 18.3061   46   0.20  -4.40  39.00  -411.0 -5265.0
 55.7828 18.3061   47   0.20  -4.40  39.00  -415.0 -5247.0
 55.7828 18.3061   48   0.20  -4.40  39.00  -419.0 -5248.0
 55.7828 18.3061   49   0.20  -4.40  39.00  -407.0 -5256.0
 55.7828 18.3061   50   0.20  -4.40  39.00  -415.0 -5241.0
 55.7828 18.3061   51   0.20  -4.40  39.00  -413.0 -5256.0
 55.7828 18.3061   52   0.20  -4.40  39.00  -416.0 -5249.0
 55.7828 18.3061   53   0.20  -4.40  39.00  -423.0 -5301.0
 55.7828 18.3061   54   0.20  -4.40  39.00  -415.0 -5299.0
 55.7828 18.3061   55   0.20  -4.40  39.00  -419.0 -5289.0
 55.7828 18.3061   56   0.20  -4.40  39.00  -419.0 -5291.0
 55.7828 18.3061   57   0.20  -4.40  39.00  -407.0 -5300.0
 55.7828 18.3061   58   0.20  -4.40  39.00  -429.0 -5296.0
 55.7828 18.3061   59   0.20  -4.40  39.00  -413.0 -5295.0
 55.7828 18.3061   60   0.20  -4.40  39.00  -423.0 -5289.0
 55.7828 18.3061   61   0.20  -4.40  39.00  -412.0 -5295.0
 55.7828 18.3061   62   0.20  -4.40  39.00  -423.0 -5295.0
 55.7828 18.3061   63   0.20  -4.40  39.00  -419.0 -5287.0
 55.7828 18.3061   64   0.20  -4.40  39.00  -421.0 -5291.0
 55.7828 18.3061   65   0.20  -4.40  39.00  -419.0 -5299.0
 55.7828 18.3061   66   0.20  -4.40  39.00  -421.0 -5291.0
 55.7828 18.3061   67   0.20  -4.40  39.00  -421.0 -5291.0
 55.7828 18.3061   68   0.20  -4.40  39.00  -416.0 -5291.0
 55.7828 18.3061   69   0.20  -4.40  39.00  -415.0 -5299.0
 55.7828 18.3061   70   0.20  -4.40  39.00  -417.0 -5306.0
 55.7828 18.3061   71   0.20  -4.40  39.00  -419.0 -5292.0
 55.7828 18.3061   72   0.20  -4.40  39.00  -415.0 -5287.0
 55.7828 18.3061   73   0.20  -4.40  39.00  -419.0 -5279.0
 55.7828 18.3061   74   0.20  -4.40  39.00  -419.0 -5292.0
 55.7828 18.3061   75   0.20  -4.40  39.00  -407.0 -5292.0
 55.7828 18.3061   76   0.20  -4.40  39.00  -423.0 -5297.0
 55.7828 18.3061   77   0.20  -4.40  39.00  -416.0 -5295.0
 55.7828 18.3061   78   0.20  -4.40  39.00  -421.0 -5288.0
 55.7828 18.3061   79   0.20  -4.40  39.00  -420.0 -5291.0
 55.7828 18.3061   80   0.20  -4.40  39.00  -428.0 -5291.0
 55.7828 18.3061   81   0.20  -4.40  39.00  -422.0 -5291.0
 55.7828 18.3061   82   0.20  -4.40  39.00  -419.0 -5293.0
 55.7828 18.3061   83   0.20  -4.40  39.00  -420.0 -5293.0
 55.7828 18.3061   84   0.20  -4.40  39.00  -415.0 -5279.0
 55.7828 18.3061   85   0.20  -4.40  39.00  -411.0 -5293.0
 55.7828 18.3061   86   0.20  -4.40  39.00  -407.0 -5291.0
 55.7828 18.3061   87   0.20  -4.40  39.00  -404.0 -5613.0
 55.7828 18.3061   88   0.20  -4.40  39.00  -411.0 -5595.0
 55.7828 18.3061   89   0.20  -4.40  39.00  -403.0 -5603.0
 55.7828 18.3061   90   0.20  -4.40  39.00  -405.0 -5612.0
