 60.1431 15.9334    0   0.50  -1.80  35.00  -593.0  -844.0
 60.1430 15.9333    1   0.50  -1.80  35.00  -589.0  -843.0
 60.1430 15.9333    2   0.50  -1.80  35.00  -583.0  -849.0
 60.1430 15.9334    3   0.50  -1.80  35.00  -591.0  -839.0
 60.1431 15.9334    4   0.50  -1.80  35.00  -593.0  -841.0
 60.1431 15.9333    5   0.50  -1.80  35.00  -595.0  -839.0
 60.1431 15.9333    6   0.50  -1.80  35.00  -591.0  -843.0
 60.1431 15.9333    7   0.50  -1.80  35.00  -591.0  -841.0
 60.1431 15.9333    8   0.50  -1.80  35.00  -591.0  -851.0
 60.1431 15.9333    9   0.50  -1.80  35.00  -583.0  -843.0
 60.1431 15.9334   10   0.50  -1.80  35.00  -599.0  -843.0
 60.1431 15.9334   11   0.50  -1.80  35.00  -593.0  -845.0
 60.1431 15.9334   12   0.50  -1.80  35.00  -595.0  -844.0
 60.1431 15.9334   13   0.50  -1.80  35.00  -596.0  -836.0
 60.1430 15.9334   14   0.50  -1.80  35.00  -592.0  -835.0
 60.1430 15.9334   15   0.50  -1.80  35.00  -588.0  -843.0
 60.1431 15.9334   16   0.50  -1.80  35.00  -595.0  -835.0
 60.1431 15.9334   17   0.50  -1.80  35.00  -592.0  -839.0
 60.1431 15.9334   18   0.50  -1.80  35.00  -595.0  -839.0
 60.1430 15.9334   19   0.50  -1.80  35.00  -595.0  -843.0
 60.1430 15.9334   20   0.50  -1.80  35.00  -587.0  -847.0
 60.1431 15.9334   21   0.50  -1.80  35.00  -593.0  -843.0
 60.1431 15.9334   22   0.50  -1.80  35.00  -593.0  -845.0
 60.1431 15.9333   23   0.50  -1.80  35.00  -595.0  -839.0
 60.1431 15.9333   24   0.50  -1.80  35.00  -592.0  -839.0
 60.1430 15.9334   25   0.50  -1.80  35.00  -587.0  -836.0
 60.1430 15.9334   26   0.50  -1.80  35.00  -593.0  -843.0
 60.1431 15.9334   27   0.50  -1.80  35.00  -664.0  -844.0
 60.1431 15.9334   28   0.50  -1.80  35.00  -659.0 -1261.0
 60.1431 15.9334   29   0.50  -1.80  35.00  -651.0 -1249.0
 60.1431 15.9334   30   0.50  -1.80  35.00  -647.0 -1243.0
 60.1431 15.9334   31   0.50  -1.80  35.00  -659.0 -1254.0
 60.1431 15.9334   32   0.50  -1.80  35.00  -653.0 -1250.0
 60.1431 15.9334   33   0.50  -1.80  35.00  -647.0 -1247.0
 60.1431 15.9334   34   0.50  -1.80  35.00  -651.0 -1251.0
 60.1430 15.9334   35   0.50  -1.80  35.00  -657.0 -1252.0
 60.1430 15.9334   36   0.50  -1.80  35.00  -655.0 -1247.0
 60.1431 15.9334   37   0.50  -1.80  35.00  -652.0 -1255.0
 60.1431 15.9334   38   0.50  -1.80  35.00  -652.0 -1243.0
 60.1430 15.9334   39   0.50  -1.80  35.00  -653.0 -1251.0
 60.1431 15.9333   40   0.50  -1.80  35.00  -651.0 -1247.0
 60.1431 15.9333   41   0.50  -1.80  35.00  -649.0 -1251.0
 60.1430 15.9333   42   0.50  -1.80  35.00  -651.0 -1249.0
 60.1430 15.9333   43   0.50  -1.80  35.00  -655.0 -1255.0
 60.1430 15.9333   44   0.50  -1.80  35.00  -654.0 -1251.0
 60.1430 15.9334   45   0.50  -1.80  35.00  -657.0 -1251.0
 60.1430 15.9333   46   0.50  -1.80  35.00  -651.0 -1249.0
 60.1430 15.9333   47   0.50  -1.80  35.00  -652.0 -1246.0
 60.1430 15.9333   48   0.50  -1.80  35.00  -659.0 -1253.0
 60.1430 15.9333   49   0.50  -1.80  35.00  -655.0 -1248.0
 60.1430 15.9333   50   0.50  -1.80  35.00  -647.0 -1250.0
 60.1431 15.9333   51   0.50  -1.80  35.00  -659.0 -1259.0
 60.1431 15.9333   52   0.50  -1.80  35.00  -663.0 -1246.0
