 60.1430 15.9334    0   0.50  -1.80  35.00  -415.0 -2907.0
 60.1430 15.9333    1   0.50  -1.80  35.00  -419.0 -2908.0
 60.1430 15.9334    2   0.50  -1.80  35.00  -419.0 -2907.0
 60.1430 15.9334    3   0.50  -1.80  35.00  -418.0 -2901.0
 60.1430 15.9334    4   0.50  -1.80  35.00  -417.0 -2835.0
 60.1430 15.9333    5   0.50  -1.80  35.00  -423.0 -2827.0
 60.1430 15.9333    6   0.50  -1.80  35.00  -423.0 -2827.0
 60.1430 15.9333    7   0.50  -1.80  35.00  -423.0 -2829.0
 60.1430 15.9333    8   0.50  -1.80  35.00  -421.0 -2833.0
 60.1430 15.9334    9   0.50  -1.80  35.00  -415.0 -2833.0
 60.1430 15.9334   10   0.50  -1.80  35.00  -419.0 -2832.0
 60.1429 15.9333   11   0.50  -1.80  35.00  -420.0 -2835.0
 60.1429 15.9333   12   0.50  -1.80  35.00  -423.0 -2833.0
 60.1430 15.9333   13   0.50  -1.80  35.00  -419.0 -2837.0
 60.1430 15.9333   14   0.50  -1.80  35.00  -425.0 -2827.0
 60.1430 15.9334   15   0.50  -1.80  35.00  -427.0 -2828.0
 60.1430 15.9333   16   0.50  -1.80  35.00  -425.0 -2823.0
 60.1430 15.9333   17   0.50  -1.80  35.00  -423.0 -2828.0
 60.1430 15.9333   18   0.50  -1.80  35.00  -423.0 -2831.0
 60.1430 15.9333   19   0.50  -1.80  35.00  -419.0 -2831.0
 60.1429 15.9334   20   0.50  -1.80  35.00  -418.0 -2831.0
 60.1429 15.9334   21   0.50  -1.80  35.00  -415.0 -2825.0
 60.1429 15.9333   22   0.50  -1.80  35.00  -419.0 -2827.0
 60.1430 15.9333   23   0.50  -1.80  35.00  -427.0 -2827.0
 60.1430 15.9333   24   0.50  -1.80  35.00  -422.0 -2827.0
 60.1430 15.9333   25   0.50  -1.80  35.00  -416.0 -2824.0
 60.1430 15.9333   26   0.50  -1.80  35.00  -423.0 -2827.0
 60.1430 15.9333   27   0.50  -1.80  35.00  -425.0 -2828.0
 60.1429 15.9333   28   0.50  -1.80  35.00  -419.0 -2832.0
 60.1429 15.9333   29   0.50  -1.80  35.00  -423.0 -2831.0
 60.1429 15.9333   30   0.50  -1.80  35.00  -421.0 -2833.0
 60.1430 15.9334   31   0.50  -1.80  35.00  -424.0 -2829.0
 60.1430 15.9334   32   0.50  -1.80  35.00  -423.0 -2827.0
 60.1430 15.9333   33   0.50  -1.80  35.00  -411.0 -2831.0
 60.1430 15.9333   34   0.50  -1.80  35.00  -416.0 -2835.0
 60.1430 15.9333   35   0.50  -1.80  35.00  -421.0 -2827.0
 60.1430 15.9333   36   0.50  -1.80  35.00  -419.0 -2823.0
 60.1429 15.9333   37   0.50  -1.80  35.00  -423.0 -2831.0
 60.1429 15.9333   38   0.50  -1.80  35.00  -423.0 -2823.0
 60.1430 15.9333   39   0.50  -1.80  35.00  -424.0 -2829.0
 60.1430 15.9333   40   0.50  -1.80  35.00  -424.0 -2839.0
 60.1429 15.9333   41   0.50  -1.80  35.00  -421.0 -2828.0
 60.1430 15.9333   42   0.50  -1.80  35.00  -422.0 -2707.0
 60.1430 15.9333   43   0.50  -1.80  35.00  -419.0 -2716.0
 60.1430 15.9333   44   0.50  -1.80  35.00  -419.0 -2719.0
 60.1430 15.9333   45   0.50  -1.80  35.00  -425.0 -2715.0
 60.1430 15.9333   46   0.50  -1.80  35.00  -427.0 -2712.0
 60.1429 15.9333   47   0.50  -1.80  35.00  -423.0 -2719.0
 60.1429 15.9333   48   0.50  -1.80  35.00  -419.0 -2715.0
 60.1430 15.9333   49   0.50  -1.80  35.00  -419.0 -2709.0
 60.1430 15.9333   50   0.50  -1.80  35.00  -419.0 -2717.0
 60.1429 15.9333   51   0.50  -1.80  35.00  -407.0 -2712.0
 60.1429 15.9333   52   0.50  -1.80  35.00  -427.0 -2715.0
 60.1430 15.9333   53   0.50  -1.80  35.00  -421.0 -2703.0
 60.1430 15.9333   54   0.50  -1.80  35.00  -419.0 -2709.0
 60.1429 15.9333   55   0.50  -1.80  35.00  -423.0 -2713.0
 60.1429 15.9333   56   0.50  -1.80  35.00  -423.0 -2712.0
 60.1429 15.9333   57   0.50  -1.80  35.00  -420.0 -2715.0
 60.1429 15.9333   58   0.50  -1.80  35.00  -419.0 -2707.0
 60.1430 15.9333   59   0.50  -1.80  35.00  -415.0 -2707.0
 60.1430 15.9333   60   0.50  -1.80  35.00  -419.0 -2715.0
 60.1430 15.9333   61   0.50  -1.80  35.00  -425.0 -2712.0
 60.1430 15.9333   62   0.50  -1.80  35.00  -435.0 -2707.0
 60.1430 15.9333   63   0.50  -1.80  35.00  -424.0 -2717.0
 60.1429 15.9333   64   0.50  -1.80  35.00  -421.0 -2711.0
 60.1429 15.9333   65   0.50  -1.80  35.00  -423.0 -2711.0
 60.1429 15.9333   66   0.50  -1.80  35.00  -421.0 -2713.0
 60.1430 15.9333   67   0.50  -1.80  35.00  -431.0 -2711.0
 60.1429 15.9333   68   0.50  -1.80  35.00  -419.0 -2711.0
 60.1429 15.9333   69   0.50  -1.80  35.00  -423.0 -2719.0
 60.1429 15.9333   70   0.50  -1.80  35.00  -419.0 -2715.0
 60.1430 15.9333   71   0.50  -1.80  35.00  -416.0 -2711.0
 60.1430 15.9333   72   0.50  -1.80  35.00  -420.0 -2719.0
 60.1430 15.9333   73   0.50  -1.80  35.00  -423.0 -2714.0
 60.1430 15.9333   74   0.50  -1.80  35.00  -428.0 -2707.0
 60.1429 15.9333   75   0.50  -1.80  35.00  -421.0 -2715.0
 60.1429 15.9333   76   0.50  -1.80  35.00  -423.0 -2723.0
 60.1430 15.9334   77   0.50  -1.80  35.00  -416.0 -2713.0
 60.1429 15.9333   78   0.50  -1.80  35.00  -411.0 -2713.0
 60.1429 15.9333   79   0.50  -1.80  35.00  -423.0 -2727.0
 60.1429 15.9333   80   0.50  -1.80  35.00  -415.0 -2711.0
 60.1430 15.9333   81   0.50  -1.80  35.00  -419.0 -2715.0
 60.1430 15.9333   82   0.50  -1.80  35.00  -419.0 -2707.0
 60.1429 15.9333   83   0.50  -1.80  35.00  -416.0 -2711.0
 60.1429 15.9333   84   0.50  -1.80  35.00  -427.0 -2711.0
 60.1429 15.9333   85   0.50  -1.80  35.00  -431.0 -2631.0
 60.1429 15.9333   86   0.50  -1.80  35.00  -419.0 -2627.0
 60.1430 15.9333   87   0.50  -1.80  35.00  -429.0 -2625.0
 60.1430 15.9333   88   0.50  -1.80  35.00  -423.0 -2627.0
 60.1429 15.9333   89   0.50  -1.80  35.00  -424.0 -2627.0
