 55.7828 18.3061   43   0.20  -4.40  39.00  -884.0 -3081.0
 55.7828 18.3061   44   0.20  -4.40  39.00  -887.0 -2751.0
 55.7828 18.3061   45   0.20  -4.40  39.00  -895.0 -2747.0
 55.7828 18.3061   46   0.20  -4.40  39.00  -888.0 -2745.0
 55.7828 18.3061   47   0.20  -4.40  39.00  -889.0 -2755.0
 55.7828 18.3061   48   0.20  -4.40  39.00  -895.0 -2750.0
 55.7828 18.3061   49   0.20  -4.40  39.00  -889.0 -2747.0
 55.7828 18.3061   50   0.20  -4.40  39.00  -890.0 -2747.0
 55.7828 18.3061   51   0.20  -4.40  39.00  -891.0 -2759.0
 55.7828 18.3061   52   0.20  -4.40  39.00  -885.0 -2751.0
 55.7828 18.3061   53   0.20  -4.40  39.00  -895.0 -2752.0
 55.7828 18.3061   54   0.20  -4.40  39.00  -884.0 -2751.0
 55.7828 18.3061   55   0.20  -4.40  39.00  -895.0 -2749.0
 55.7828 18.3061   56   0.20  -4.40  39.00  -887.0 -2747.0
 55.7828 18.3061   57   0.20  -4.40  39.00  -888.0 -2749.0
 55.7828 18.3061   58   0.20  -4.40  39.00  -891.0 -2747.0
 55.7828 18.3061   59   0.20  -4.40  39.00  -891.0 -2743.0
 55.7828 18.3061   60   0.20  -4.40  39.00  -887.0 -2747.0
 55.7828 18.3061   61   0.20  -4.40  39.00  -885.0 -2759.0
 55.7828 18.3061   62   0.20  -4.40  39.00  -891.0 -2747.0
 55.7828 18.3061   63   0.20  -4.40  39.00  -891.0 -2761.0
 55.7828 18.3061   64   0.20  -4.40  39.00  -887.0 -2747.0
 55.7828 18.3061   65   0.20  -4.40  39.00  -887.0 -2743.0
 55.7828 18.3061   66   0.20  -4.40  39.00  -883.0 -2751.0
 55.7828 18.3061   67   0.20  -4.40  39.00  -891.0 -2749.0
 55.7828 18.3061   68   0.20  -4.40  39.00  -889.0 -2751.0
 55.7828 18.3061   69   0.20  -4.40  39.00  -885.0 -2745.0
 55.7828 18.3062   70   0.20  -4.40  39.00  -899.0 -2760.0
 55.7828 18.3062   71   0.20  -4.40  39.00  -881.0 -2755.0
 55.7828 18.3061   72   0.20  -4.40  39.00  -893.0 -2755.0
 55.7828 18.3061   73   0.20  -4.40  39.00  -891.0 -2743.0
 55.7828 18.3061   74   0.20  -4.40  39.00  -887.0 -2751.0
 55.7828 18.3061   75   0.20  -4.40  39.00  -891.0 -2755.0
 55.7828 18.3061   76   0.20  -4.40  39.00  -895.0 -2753.0
 55.7828 18.3061   77   0.20  -4.40  39.00  -893.0 -2743.0
 55.7827 18.3061   78   0.20  -4.40  39.00  -895.0 -2747.0
 55.7827 18.3061   79   0.20  -4.40  39.00  -891.0 -2751.0
 55.7828 18.3061   80   0.20  -4.40  39.00  -889.0 -2748.0
 55.7828 18.3061   81   0.20  -4.40  39.00  -887.0 -2755.0
 55.7828 18.3061   82   0.20  -4.40  39.00  -895.0 -2755.0
 55.7828 18.3061   83   0.20  -4.40  39.00  -883.0 -2747.0
 55.7828 18.3061   84   0.20  -4.40  39.00  -887.0 -2755.0
 55.7828 18.3061   85   0.20  -4.40  39.00  -883.0 -2751.0
 55.7828 18.3061   86   0.20  -4.40  39.00  -889.0 -2746.0
 55.7828 18.3061   87   0.20  -4.40  39.00  -891.0 -2755.0
 55.7828 18.3061   88   0.20  -4.40  39.00  -891.0 -2747.0
 55.7828 18.3061   89   0.20  -4.40  39.00  -973.0 -1413.0
 55.7828 18.3061   90   0.20  -4.40  39.00  -972.0 -1410.0
 55.7828 18.3061   91   0.20  -4.40  39.00  -967.0 -1419.0
 55.7828 18.3061   92   0.20  -4.40  39.00  -971.0 -1419.0
 55.7828 18.3061   93   0.20  -4.40  39.00  -971.0 -1421.0
 55.7828 18.3061   94   0.20  -4.40  39.00  -973.0 -1413.0
 55.7828 18.3061   95   0.20  -4.40  39.00  -974.0 -1419.0
 55.7828 18.3061   96   0.20  -4.40  39.00  -979.0 -1419.0
 55.7828 18.3061   97   0.20  -4.40  39.00  -971.0 -1415.0
 55.7828 18.3061   98   0.20  -4.40  39.00  -974.0 -1423.0
 55.7828 18.3061   99   0.20  -4.40  39.00  -971.0 -1423.0
 55.7828 18.3061  100   0.20  -4.40  39.00  -973.0 -1415.0
 55.7828 18.3061  101   0.20  -4.40  39.00  -972.0 -1427.0
 55.7828 18.3061  102   0.20  -4.40  39.00  -979.0 -1417.0
 55.7828 18.3061  103   0.20  -4.40  39.00  -972.0 -1411.0
 55.7828 18.3061  104   0.20  -4.40  39.00  -975.0 -1424.0
 55.7828 18.3061  105   0.20  -4.40  39.00  -970.0 -1416.0
 55.7828 18.3061  106   0.20  -4.40  39.00  -971.0 -1411.0
 55.7828 18.3061  107   0.20  -4.40  39.00  -975.0 -1427.0
 55.7828 18.3061  108   0.20  -4.40  39.00  -971.0 -1419.0
 55.7828 18.3061  109   0.20  -4.40  39.00  -980.0 -1417.0
 55.7828 18.3061  110   0.20  -4.40  39.00  -979.0 -1415.0
 55.7828 18.3061  111   0.20  -4.40  39.00  -971.0 -1413.0
 55.7828 18.3061  112   0.20  -4.40  39.00  -979.0 -1423.0
 55.7828 18.3061  113   0.20  -4.40  39.00  -983.0 -1423.0
 55.7828 18.3061  114   0.20  -4.40  39.00  -963.0 -1423.0
 55.7828 18.3061  115   0.20  -4.40  39.00  -979.0 -1419.0
 55.7828 18.3061  116   0.20  -4.40  39.00  -969.0 -1415.0
 55.7828 18.3061  117   0.20  -4.40  39.00  -976.0 -1411.0
 55.7828 18.3061  118   0.20  -4.40  39.00  -972.0 -1425.0
 55.7828 18.3061  119   0.20  -4.40  39.00  -975.0 -1423.0
 55.7828 18.3061  120   0.20  -4.40  39.00  -977.0 -1417.0
 55.7828 18.3061  121   0.20  -4.40  39.00  -979.0 -1431.0
 55.7828 18.3061  122   0.20  -4.40  39.00  -981.0 -1419.0
 55.7828 18.3061  123   0.20  -4.40  39.00  -971.0 -1419.0
 55.7828 18.3061  124   0.20  -4.40  39.00  -973.0 -1415.0
 55.7828 18.3061  125   0.20  -4.40  39.00  -975.0 -1416.0
 55.7828 18.3061  126   0.20  -4.40  39.00  -979.0 -1427.0
 55.7828 18.3061  127   0.20  -4.40  39.00  -974.0 -1423.0
 55.7828 18.3061  128   0.20  -4.40  39.00  -977.0 -1426.0
 55.7828 18.3061  129   0.20  -4.40  39.00  -971.0 -1419.0
 55.7828 18.3061  130   0.20  -4.40  39.00  -972.0 -1421.0
 55.7828 18.3061  131   0.20  -4.40  39.00  -965.0 -1421.0
 55.7828 18.3061  132   0.20  -4.40  39.00  -983.0 -1423.0
 55.7828 18.3061  133   0.20  -4.40  39.00  -975.0 -1419.0
 55.7828 18.3061  134   0.20  -4.40  39.00  -979.0 -1419.0
 55.7828 18.3061  135   0.20  -4.40  39.00  -977.0 -1419.0
 55.7828 18.3061  136   0.20  -4.40  39.00  -967.0 -1409.0
 55.7828 18.3061  137   0.20  -4.40  39.00  -972.0 -1419.0
 55.7828 18.3061  138   0.20  -4.40  39.00  -971.0 -1416.0
 55.7828 18.3061  139   0.20  -4.40  39.00  -975.0 -1420.0
 55.7828 18.3061  140   0.20  -4.40  39.00  -979.0 -1419.0
 55.7828 18.3061  141   0.20  -4.40  39.00  -971.0 -1417.0
 55.7828 18.3061  142   0.20  -4.40  39.00  -976.0 -1423.0
 55.7828 18.3061  143   0.20  -4.40  39.00  -979.0 -1420.0
 55.7828 18.3061  144   0.20  -4.40  39.00  -976.0 -1417.0
 55.7828 18.3061  145   0.20  -4.40  39.00  -975.0 -1415.0
 55.7828 18.3061  146   0.20  -4.40  39.00  -977.0 -1415.0
 55.7828 18.3061  147   0.20  -4.40  39.00  -980.0 -1419.0
 55.7828 18.3061  148   0.20  -4.40  39.00  -979.0 -1425.0
 55.7828 18.3061  149   0.20  -4.40  39.00  -979.0 -1417.0
 55.7828 18.3061  150   0.20  -4.40  39.00  -972.0 -1424.0
 55.7828 18.3061  151   0.20  -4.40  39.00  -969.0 -1419.0
 55.7827 18.3062  152   0.20  -4.40  39.00  -975.0 -1423.0
 55.7828 18.3061  153   0.20  -4.40  39.00  -981.0 -1420.0
 55.7828 18.3061  154   0.20  -4.40  39.00  -976.0 -1419.0
 55.7828 18.3061  155   0.20  -4.40  39.00  -971.0 -1422.0
 55.7828 18.3061  156   0.20  -4.40  39.00  -971.0 -1421.0
 55.7828 18.3061  157   0.20  -4.40  39.00  -972.0 -1414.0
 55.7828 18.3060  158   0.20  -4.40  39.00  -969.0 -1416.0
 55.7828 18.3062  159   0.20  -4.40  39.00  -975.0 -1417.0
 55.7828 18.3061  160   0.20  -4.40  39.00  -979.0 -1421.0
 55.7828 18.3061  161   0.20  -4.40  39.00  -975.0 -1425.0
 55.7828 18.3061  162   0.20  -4.40  39.00  -987.0 -1416.0
 55.7828 18.3061  163   0.20  -4.40  39.00  -977.0 -1425.0
 55.7828 18.3061  164   0.20  -4.40  39.00 -1036.0 -1421.0
 55.7828 18.3061  165   0.20  -4.40  39.00 -1035.0 -2243.0
 55.7828 18.3061  166   0.20  -4.40  39.00 -1035.0 -2239.0
 55.7828 18.3061  167   0.20  -4.40  39.00 -1045.0 -2236.0
 55.7828 18.3061  168   0.20  -4.40  39.00 -1035.0 -2235.0
 55.7828 18.3061  169   0.20  -4.40  39.00 -1035.0 -2240.0
 55.7828 18.3061  170   0.20  -4.40  39.00 -1040.0 -2239.0
 55.7828 18.3061  171   0.20  -4.40  39.00 -1035.0 -2243.0
 55.7828 18.3061  172   0.20  -4.40  39.00 -1039.0 -2237.0
 55.7828 18.3061  173   0.20  -4.40  39.00 -1041.0 -2239.0
 55.7828 18.3061  174   0.20  -4.40  39.00 -1048.0 -2115.0
 55.7828 18.3061  175   0.20  -4.40  39.00 -1055.0 -2119.0
 55.7828 18.3061  176   0.20  -4.40  39.00 -1045.0 -2119.0
 55.7828 18.3061  177   0.20  -4.40  39.00 -1051.0 -2120.0
 55.7828 18.3061  178   0.20  -4.40  39.00 -1049.0 -2119.0
 55.7828 18.3061  179   0.20  -4.40  39.00 -1047.0 -2124.0
 55.7828 18.3061  180   0.20  -4.40  39.00 -1051.0 -2123.0
 55.7828 18.3061  181   0.20  -4.40  39.00 -1047.0 -2111.0
 55.7828 18.3061  182   0.20  -4.40  39.00 -1047.0 -2119.0
 55.7828 18.3061  183   0.20  -4.40  39.00 -1045.0 -2119.0
 55.7828 18.3061  184   0.20  -4.40  39.00 -1041.0 -2112.0
 55.7828 18.3061  185   0.20  -4.40  39.00 -1047.0 -2115.0
 55.7828 18.3061  186   0.20  -4.40  39.00 -1045.0 -2111.0
 55.7828 18.3061  187   0.20  -4.40  39.00 -1052.0 -2123.0
 55.7828 18.3061  188   0.20  -4.40  39.00 -1059.0 -2111.0
 55.7828 18.3061  189   0.20  -4.40  39.00 -1051.0 -2117.0
 55.7828 18.3061  190   0.20  -4.40  39.00 -1051.0 -2117.0
 55.7828 18.3061  191   0.20  -4.40  39.00 -1051.0 -2117.0
 55.7828 18.3061  192   0.20  -4.40  39.00 -1043.0 -2115.0
 55.7828 18.3061  193   0.20  -4.40  39.00 -1047.0 -2115.0
 55.7828 18.3061  194   0.20  -4.40  39.00 -1048.0 -2127.0
 55.7828 18.3061  195   0.20  -4.40  39.00 -1051.0 -2116.0
 55.7828 18.3061  196   0.20  -4.40  39.00 -1047.0 -2117.0
 55.7829 18.3060  197   0.20  -4.40  39.00 -1051.0 -2107.0
 55.7829 18.3060  198   0.20  -4.40  39.00 -1047.0 -2115.0
 55.7828 18.3061  199   0.20  -4.40  39.00 -1051.0 -2117.0
 55.7828 18.3061  200   0.20  -4.40  39.00 -1043.0 -2123.0
 55.7828 18.3061  201   0.20  -4.40  39.00 -1048.0 -2123.0
 55.7828 18.3061  202   0.20  -4.40  39.00 -1043.0 -2109.0
 55.7828 18.3061  203   0.20  -4.40  39.00 -1063.0 -2111.0
 55.7828 18.3061  204   0.20  -4.40  39.00 -1069.0  5091.0
 55.7828 18.3061  205   0.20  -4.40  39.00 -1067.0  5081.0
 55.7828 18.3061  206   0.20  -4.40  39.00 -1071.0  5088.0
 55.7828 18.3061  207   0.20  -4.40  39.00 -1067.0  5087.0
 55.7828 18.3061  208   0.20  -4.40  39.00 -1068.0  5074.0
 55.7828 18.3061  209   0.20  -4.40  39.00 -1067.0  5090.0
 55.7828 18.3061  210   0.20  -4.40  39.00 -1062.0  5082.0
 55.7828 18.3061  211   0.20  -4.40  39.00 -1068.0  5083.0
 55.7828 18.3061  212   0.20  -4.40  39.00 -1067.0  5079.0
 55.7828 18.3061  213   0.20  -4.40  39.00 -1068.0  5076.0
 55.7828 18.3061  214   0.20  -4.40  39.00 -1067.0  5081.0
 55.7828 18.3061  215   0.20  -4.40  39.00 -1068.0  5085.0
 55.7828 18.3061  216   0.20  -4.40  39.00 -1060.0  5071.0
 55.7828 18.3061  217   0.20  -4.40  39.00 -1069.0  5069.0
 55.7828 18.3061  218   0.20  -4.40  39.00 -1071.0  5079.0
 55.7828 18.3061  219   0.20  -4.40  39.00 -1063.0  5076.0
 55.7828 18.3061  220   0.20  -4.40  39.00 -1069.0  5068.0
 55.7828 18.3061  221   0.20  -4.40  39.00 -1067.0  5071.0
 55.7828 18.3061  222   0.20  -4.40  39.00 -1063.0  5075.0
 55.7828 18.3061  223   0.20  -4.40  39.00 -1067.0  5073.0
 55.7828 18.3061  224   0.20  -4.40  39.00 -1072.0  5071.0
 55.7828 18.3061  225   0.20  -4.40  39.00 -1076.0  5073.0
 55.7828 18.3061  226   0.20  -4.40  39.00 -1067.0  5069.0
 55.7828 18.3061  227   0.20  -4.40  39.00 -1059.0  5076.0
 55.7828 18.3061  228   0.20  -4.40  39.00 -1070.0  5069.0
 55.7828 18.3061  229   0.20  -4.40  39.00 -1067.0  5077.0
 55.7828 18.3061  230   0.20  -4.40  39.00 -1079.0  5077.0
 55.7828 18.3061  231   0.20  -4.40  39.00 -1071.0  5069.0
 55.7828 18.3061  232   0.20  -4.40  39.00 -1065.0  5067.0
 55.7828 18.3061  233   0.20  -4.40  39.00 -1068.0  5061.0
 55.7828 18.3061  234   0.20  -4.40  39.00 -1061.0  5067.0
 55.7828 18.3061  235   0.20  -4.40  39.00 -1067.0  5069.0
 55.7828 18.3061  236   0.20  -4.40  39.00 -1071.0  5066.0
 55.7828 18.3061  237   0.20  -4.40  39.00 -1063.0  5069.0
 55.7828 18.3061  238   0.20  -4.40  39.00 -1063.0  5069.0
 55.7828 18.3061  239   0.20  -4.40  39.00 -1063.0  5073.0
 55.7828 18.3061  240   0.20  -4.40  39.00 -1069.0  5070.0
 55.7828 18.3061  241   0.20  -4.40  39.00 -1067.0  5073.0
 55.7828 18.3061  242   0.20  -4.40  39.00 -1068.0  5066.0
 55.7828 18.3061  243   0.20  -4.40  39.00  -817.0 -3028.0
 55.7828 18.3061  244   0.20  -4.40  39.00  -821.0 -3027.0
 55.7828 18.3060  245   0.20  -4.40  39.00  -807.0 -3035.0
 55.7828 18.3062  246   0.20  -4.40  39.00  -811.0 -3037.0
 55.7828 18.3062  247   0.20  -4.40  39.00  -819.0 -3032.0
 55.7828 18.3060  248   0.20  -4.40  39.00  -815.0 -3025.0
 55.7828 18.3060  249   0.20  -4.40  39.00  -819.0 -3027.0
 55.7827 18.3061  250   0.20  -4.40  39.00  -811.0 -3025.0
 55.7827 18.3061  251   0.20  -4.40  39.00  -811.0 -3032.0
 55.7828 18.3061  252   0.20  -4.40  39.00  -815.0 -3028.0
 55.7828 18.3061  253   0.20  -4.40  39.00  -821.0 -3021.0
 55.7828 18.3061  254   0.20  -4.40  39.00  -812.0 -3023.0
 55.7828 18.3061  255   0.20  -4.40  39.00  -813.0 -3028.0
 55.7828 18.3061  256   0.20  -4.40  39.00  -811.0 -3027.0
 55.7828 18.3061  257   0.20  -4.40  39.00  -819.0 -3031.0
 55.7828 18.3061  258   0.20  -4.40  39.00  -814.0 -3029.0
 55.7828 18.3061  259   0.20  -4.40  39.00  -831.0 -3025.0
 55.7828 18.3061  260   0.20  -4.40  39.00  -813.0 -3026.0
 55.7828 18.3061  261   0.20  -4.40  39.00  -815.0 -3027.0
 55.7828 18.3061  262   0.20  -4.40  39.00  -819.0 -3024.0
 55.7828 18.3061  263   0.20  -4.40  39.00  -812.0 -3027.0
 55.7828 18.3061  264   0.20  -4.40  39.00  -813.0 -3023.0
 55.7828 18.3061  265   0.20  -4.40  39.00  -819.0 -3027.0
 55.7828 18.3061  266   0.20  -4.40  39.00  -875.0 -3031.0
 55.7828 18.3061  267   0.20  -4.40  39.00  -864.0 -3804.0
 55.7828 18.3061  268   0.20  -4.40  39.00  -871.0 -4267.0
 55.7828 18.3061  269   0.20  -4.40  39.00  -862.0 -4247.0
 55.7828 18.3061  270   0.20  -4.40  39.00  -875.0 -4268.0
 55.7828 18.3061  271   0.20  -4.40  39.00  -867.0 -4259.0
 55.7828 18.3061  272   0.20  -4.40  39.00  -865.0 -4271.0
 55.7828 18.3061  273   0.20  -4.40  39.00  -863.0 -4253.0
 55.7828 18.3061  274   0.20  -4.40  39.00  -873.0 -4255.0
 55.7828 18.3061  275   0.20  -4.40  39.00  -873.0 -4259.0
 55.7828 18.3061  276   0.20  -4.40  39.00  -872.0 -4267.0
 55.7828 18.3061  277   0.20  -4.40  39.00  -867.0 -4254.0
 55.7828 18.3061  278   0.20  -4.40  39.00  -867.0 -4255.0
 55.7828 18.3061  279   0.20  -4.40  39.00  -867.0 -4243.0
 55.7828 18.3061  280   0.20  -4.40  39.00  -875.0 -4259.0
 55.7828 18.3061  281   0.20  -4.40  39.00  -860.0 -4248.0
 55.7828 18.3061  282   0.20  -4.40  39.00  -879.0 -4261.0
 55.7828 18.3061  283   0.20  -4.40  39.00  -875.0 -4268.0
 55.7828 18.3061  284   0.20  -4.40  39.00  -864.0 -4255.0
 55.7828 18.3061  285   0.20  -4.40  39.00  -863.0 -4259.0
 55.7828 18.3061  286   0.20  -4.40  39.00  -871.0 -4259.0
 55.7828 18.3061  287   0.20  -4.40  39.00  -871.0 -4251.0
 55.7828 18.3061  288   0.20  -4.40  39.00  -871.0 -4255.0
 55.7828 18.3061  289   0.20  -4.40  39.00  -867.0 -4256.0
 55.7828 18.3061  290   0.20  -4.40  39.00  -868.0 -4255.0
 55.7828 18.3061  291   0.20  -4.40  39.00  -867.0 -4260.0
 55.7828 18.3061  292   0.20  -4.40  39.00  -865.0 -4255.0
 55.7828 18.3061  293   0.20  -4.40  39.00  -869.0 -4255.0
 55.7828 18.3061  294   0.20  -4.40  39.00  -867.0 -4249.0
 55.7828 18.3061  295   0.20  -4.40  39.00  -871.0 -4252.0
 55.7828 18.3061  296   0.20  -4.40  39.00  -868.0 -4253.0
 55.7828 18.3061  297   0.20  -4.40  39.00  -867.0 -4251.0
 55.7828 18.3061  298   0.20  -4.40  39.00  -860.0 -4256.0
 55.7828 18.3061  299   0.20  -4.40  39.00  -863.0 -4252.0
 55.7828 18.3061  300   0.20  -4.40  39.00  -871.0 -4255.0
 55.7828 18.3061  301   0.20  -4.40  39.00  -868.0 -4255.0
 55.7828 18.3061  302   0.20  -4.40  39.00  -867.0 -4251.0
 55.7828 18.3061  303   0.20  -4.40  39.00  -867.0 -4263.0
 55.7828 18.3061  304   0.20  -4.40  39.00  -871.0 -4252.0
 55.7828 18.3061  305   0.20  -4.40  39.00  -868.0 -4247.0
 55.7828 18.3061  306   0.20  -4.40  39.00  -869.0 -4249.0
 55.7828 18.3061  307   0.20  -4.40  39.00  -831.0 -4251.0
 55.7828 18.3061  308   0.20  -4.40  39.00  -819.0 -5230.0
 55.7828 18.3061  309   0.20  -4.40  39.00  -831.0 -5227.0
 55.7828 18.3061  310   0.20  -4.40  39.00  -828.0 -5227.0
 55.7828 18.3061  311   0.20  -4.40  39.00  -829.0 -5227.0
 55.7828 18.3061  312   0.20  -4.40  39.00  -832.0 -5223.0
 55.7828 18.3061  313   0.20  -4.40  39.00  -827.0 -5231.0
 55.7828 18.3061  314   0.20  -4.40  39.00  -828.0 -5231.0
 55.7828 18.3061  315   0.20  -4.40  39.00  -823.0 -5229.0
 55.7828 18.3061  316   0.20  -4.40  39.00  -827.0 -5229.0
 55.7828 18.3061  317   0.20  -4.40  39.00  -827.0 -5229.0
 55.7827 18.3061  318   0.20  -4.40  39.00  -827.0 -5228.0
 55.7827 18.3061  319   0.20  -4.40  39.00  -831.0 -5223.0
 55.7828 18.3061  320   0.20  -4.40  39.00  -827.0 -5225.0
 55.7828 18.3061  321   0.20  -4.40  39.00  -828.0 -5227.0
 55.7828 18.3061  322   0.20  -4.40  39.00  -827.0 -5231.0
 55.7828 18.3061  323   0.20  -4.40  39.00  -827.0 -5227.0
 55.7828 18.3061  324   0.20  -4.40  39.00  -823.0 -5235.0
 55.7828 18.3061  325   0.20  -4.40  39.00  -821.0 -5224.0
 55.7827 18.3061  326   0.20  -4.40  39.00  -827.0 -5235.0
 55.7827 18.3061  327   0.20  -4.40  39.00  -831.0 -5228.0
 55.7827 18.3061  328   0.20  -4.40  39.00  -823.0 -5231.0
 55.7828 18.3061  329   0.20  -4.40  39.00  -820.0 -5227.0
 55.7828 18.3061  330   0.20  -4.40  39.00  -821.0 -5233.0
 55.7828 18.3061  331   0.20  -4.40  39.00  -823.0 -5228.0
 55.7828 18.3061  332   0.20  -4.40  39.00  -828.0 -5235.0
 55.7828 18.3061  333   0.20  -4.40  39.00  -831.0 -5227.0
 55.7828 18.3061  334   0.20  -4.40  39.00  -827.0 -5223.0
 55.7828 18.3061  335   0.20  -4.40  39.00  -829.0 -5223.0
 55.7828 18.3061  336   0.20  -4.40  39.00  -827.0 -5232.0
 55.7828 18.3061  337   0.20  -4.40  39.00  -825.0 -5228.0
 55.7828 18.3061  338   0.20  -4.40  39.00  -831.0 -5225.0
 55.7828 18.3061  339   0.20  -4.40  39.00  -827.0 -5228.0
 55.7828 18.3061  340   0.20  -4.40  39.00  -833.0 -5235.0
 55.7828 18.3061  341   0.20  -4.40  39.00  -827.0 -5233.0
 55.7828 18.3061  342   0.20  -4.40  39.00  -827.0 -5227.0
 55.7828 18.3061  343   0.20  -4.40  39.00  -825.0 -5227.0
 55.7828 18.3061  344   0.20  -4.40  39.00  -824.0 -5219.0
 55.7828 18.3061  345   0.20  -4.40  39.00  -831.0 -5228.0
 55.7828 18.3061  346   0.20  -4.40  39.00  -827.0 -5219.0
 55.7828 18.3061  347   0.20  -4.40  39.00  -823.0 -5221.0
 55.7828 18.3061  348   0.20  -4.40  39.00  -823.0 -5223.0
 55.7828 18.3061  349   0.20  -4.40  39.00  -825.0 -5227.0
 55.7828 18.3061  350   0.20  -4.40  39.00  -835.0 -5221.0
 55.7828 18.3061  351   0.20  -4.40  39.00  -823.0 -5219.0
 55.7828 18.3061  352   0.20  -4.40  39.00  -831.0 -5229.0
 55.7828 18.3061  353   0.20  -4.40  39.00  -829.0 -5227.0
 55.7828 18.3061  354   0.20  -4.40  39.00  -831.0 -5230.0
 55.7828 18.3061  355   0.20  -4.40  39.00  -751.0 -5223.0
 55.7828 18.3061  356   0.20  -4.40  39.00  -763.0 -5343.0
 55.7828 18.3061  357   0.20  -4.40  39.00  -755.0 -5333.0
 55.7828 18.3061  358   0.20  -4.40  39.00  -755.0 -5355.0
 55.7828 18.3061  359   0.20  -4.40  39.00  -755.0 -5337.0
 55.7828 18.3061  360   0.20  -4.40  39.00  -747.0 -5345.0
 55.7828 18.3061  361   0.20  -4.40  39.00  -761.0 -5339.0
 55.7828 18.3061  362   0.20  -4.40  39.00  -751.0 -5345.0
 55.7828 18.3061  363   0.20  -4.40  39.00  -755.0 -5339.0
 55.7828 18.3061  364   0.20  -4.40  39.00  -771.0 -5343.0
 55.7828 18.3061  365   0.20  -4.40  39.00  -751.0 -5335.0
 55.7828 18.3061  366   0.20  -4.40  39.00  -755.0 -5340.0
 55.7828 18.3061  367   0.20  -4.40  39.00  -756.0 -5343.0
 55.7828 18.3061  368   0.20  -4.40  39.00  -750.0 -5337.0
 55.7828 18.3061  369   0.20  -4.40  39.00  -759.0 -5347.0
 55.7828 18.3061  370   0.20  -4.40  39.00  -759.0 -5339.0
 55.7828 18.3061  371   0.20  -4.40  39.00  -750.0 -5332.0
 55.7828 18.3061  372   0.20  -4.40  39.00  -755.0 -5339.0
 55.7828 18.3061  373   0.20  -4.40  39.00  -757.0 -5339.0
 55.7828 18.3061  374   0.20  -4.40  39.00  -758.0 -5335.0
 55.7828 18.3061  375   0.20  -4.40  39.00  -759.0 -5347.0
 55.7828 18.3061  376   0.20  -4.40  39.00  -747.0 -5339.0
