 244   0.60  -1.20  20.00  0.5184
 245   0.60  -1.20  20.00  0.5191
 246   0.60  -1.20  20.00  0.5190
 247   0.60  -1.20  20.00  0.5188
 248   0.60  -1.20  20.00  0.5190
 249   0.60  -1.20  20.00  0.5194
 250   0.60  -1.20  20.00  0.5183
   0   0.60  -1.20  20.00  0.5167
   1   0.60  -1.20  20.00  0.5168
   2   0.60  -1.20  20.00  0.5173
   3   0.60  -1.20  20.00  0.5161
   4   0.60  -1.20  20.00  0.5142
   5   0.60  -1.20  20.00  0.5154
   6   0.60  -1.20  20.00  0.5173
   7   0.60  -1.20  20.00  0.5178
   8   0.60  -1.20  20.00  0.5185
   9   0.60  -1.20  20.00  0.5189
  10   0.60  -1.20  20.00  0.5194
  11   0.60  -1.20  20.00  0.5195
  12   0.60  -1.20  20.00  0.5197
  13   0.60  -1.20  20.00  0.5186
  14   0.60  -1.20  20.00  0.5179
  15   0.60  -1.20  20.00  0.5172
  16   0.60  -1.20  20.00  0.5167
  17   0.60  -1.20  20.00  0.5172
  18   0.60  -1.20  20.00  0.5176
  19   0.60  -1.20  20.00  0.5170
  20   0.60  -1.20  20.00  0.5167
  21   0.60  -1.20  20.00  0.5167
  22   0.60  -1.20  20.00  0.5167
  23   0.60  -1.20  20.00  0.5181
  24   0.60  -1.20  20.00  0.5191
  25   0.60  -1.20  20.00  0.5184
  26   0.60  -1.20  20.00  0.5179
  27   0.60  -1.20  20.00  0.5173
  28   0.60  -1.20  20.00  0.5170
  29   0.60  -1.20  20.00  0.5153
  30   0.60  -1.20  20.00  0.5142
  31   0.60  -1.20  20.00  0.5165
  32   0.60  -1.20  20.00  0.5161
  33   0.60  -1.20  20.00  0.5153
  34   0.60  -1.20  20.00  0.5151
  35   0.60  -1.20  20.00  0.5183
  36   0.60  -1.20  20.00  0.5191
  37   0.60  -1.20  20.00  0.5167
  38   0.60  -1.20  20.00  0.5167
  39   0.60  -1.20  20.00  0.5176
  40   0.60  -1.20  20.00  0.5176
  41   0.60  -1.20  20.00  0.5173
  42   0.60  -1.20  20.00  0.5173
  43   0.60  -1.20  20.00  0.5182
  44   0.60  -1.20  20.00  0.5182
  45   0.60  -1.20  20.00  0.5176
  46   0.60  -1.20  20.00  0.5176
  47   0.60  -1.20  19.96  0.5197
  48   0.60  -1.20  19.96  0.5197
  49   0.60  -1.20  19.96  0.5167
  50   0.60  -1.20  19.96  0.5167
  51   0.60  -1.20  19.96  0.5191
  52   0.60  -1.20  19.96  0.5191
  53   0.60  -1.20  19.96  0.5182
  54   0.60  -1.20  19.96  0.5182
  55   0.60  -1.20  19.96  0.5191
  56   0.60  -1.20  19.96  0.5191
  57   0.60  -1.20  19.78  0.5203
  58   0.60  -1.20  19.73  0.5202
  59   0.60  -1.20  19.73  0.5197
  60   0.60  -1.20  19.73  0.5197
  61   0.60  -1.20  19.73  0.5179
  62   0.60  -1.20  19.73  0.5179
  63   0.60  -1.20  19.73  0.5179
  64   0.60  -1.20  19.73  0.5181
  65   0.60  -1.20  19.73  0.5191
  66   0.60  -1.20  19.73  0.5187
  67   0.60  -1.20  19.63  0.5173
  68   0.60  -1.20  19.19  0.5169
  69   0.60  -1.20  19.19  0.5154
  70   0.60  -1.20  19.19  0.5165
  71   0.60  -1.20  19.19  0.5206
  72   0.60  -1.20  19.19  0.5206
  73   0.60  -1.20  19.19  0.5203
  74   0.60  -1.20  19.19  0.5201
  75   0.60  -1.20  19.19  0.5191
  76   0.60  -1.20  19.19  0.5189
  77   0.60  -1.20  19.19  0.5179
  78   0.60  -1.20  18.32  0.5185
  79   0.60  -1.20  18.32  0.5209
  80   0.60  -1.20  18.32  0.5208
  81   0.60  -1.20  18.32  0.5206
  82   0.60  -1.20  18.32  0.5208
  83   0.60  -1.20  18.32  0.5209
  84   0.60  -1.20  18.32  0.5202
  85   0.60  -1.20  18.32  0.5191
  86   0.60  -1.20  18.32  0.5201
  87   0.60  -1.20  18.32  0.5215
  88   0.60  -1.20  17.40  0.5206
  89   0.60  -1.20  17.16  0.5191
  90   0.60  -1.20  17.16  0.5220
  91   0.60  -1.20  17.16  0.5240
  92   0.60  -1.20  17.16  0.5200
  93   0.60  -1.20  17.16  0.5173
  94   0.60  -1.20  17.16  0.5207
  95   0.60  -1.20  17.16  0.5215
