  70   0.60  -5.20   5.00  0.5948
  71   0.60  -5.20   5.00  0.5938
  72   0.60  -5.20   5.00  0.5936
  73   0.60  -5.20   5.00  0.5941
  74   0.60  -5.20   5.00  0.5942
  75   0.60  -5.20   5.00  0.5933
  76   0.60  -5.20   5.00  0.5966
  77   0.60  -5.20   5.00  0.5957
  78   0.60  -5.20   5.00  0.5951
  79   0.60  -5.20   5.00  0.5944
  80   0.60  -5.20   5.00  0.5942
  81   0.60  -5.20   5.00  0.5939
  82   0.60  -5.20   5.00  0.5939
  83   0.60  -5.20   5.00  0.5939
  84   0.60  -5.20   5.00  0.5939
  85   0.60  -5.20   5.00  0.5933
  86   0.60  -5.20   5.00  0.5933
  87   0.60  -5.20   5.00  0.5948
  88   0.60  -5.20   5.00  0.5948
  89   0.60  -5.20   5.00  0.5951
  90   0.60  -5.20   5.00  0.5953
  91   0.60  -5.20   5.00  0.5960
  92   0.60  -5.20   5.00  0.5951
  93   0.60  -5.20   5.00  0.5914
  94   0.60  -5.20   5.00  0.5918
  95   0.60  -5.20   5.00  0.5933
  96   0.60  -5.20   5.00  0.5936
  97   0.60  -5.20   5.00  0.5948
  98   0.60  -5.20   5.00  0.5952
  99   0.60  -5.20   5.13  0.5957
 100   0.60  -5.20   5.21  0.5948
 101   0.60  -5.20   5.21  0.5942
 102   0.60  -5.20   5.21  0.5947
 103   0.60  -5.20   5.21  0.5951
 104   0.60  -5.20   5.21  0.5956
 105   0.60  -5.20   5.21  0.5960
 106   0.60  -5.20   5.21  0.5963
 107   0.60  -5.20   5.21  0.5963
 108   0.60  -5.20   5.21  0.5985
 109   0.60  -5.20   5.41  0.5991
 110   0.60  -5.20   5.71  0.5947
 111   0.60  -5.20   5.71  0.5936
 112   0.60  -5.20   5.71  0.5936
 113   0.60  -5.20   5.71  0.5936
 114   0.60  -5.20   5.71  0.5905
 115   0.60  -5.20   5.71  0.5905
 116   0.60  -5.20   5.71  0.5933
 117   0.60  -5.20   5.71  0.5933
 118   0.60  -5.20   5.71  0.5936
 119   0.60  -5.20   5.87  0.5939
 120   0.60  -5.20   6.53  0.5954
 121   0.60  -5.20   6.53  0.5954
 122   0.60  -5.20   6.53  0.5954
 123   0.60  -5.20   6.53  0.5948
 124   0.60  -5.20   6.53  0.5939
 125   0.60  -5.20   6.53  0.5945
 126   0.60  -5.20   6.53  0.5954
 127   0.60  -5.20   6.53  0.5956
 128   0.60  -5.20   6.53  0.5960
 129   0.60  -5.20   6.76  0.5966
 130   0.60  -5.20   7.66  0.5975
 131   0.60  -5.20   7.66  0.5968
 132   0.60  -5.20   7.66  0.5957
 133   0.60  -5.20   7.66  0.5961
 134   0.60  -5.20   7.66  0.5966
 135   0.60  -5.20   7.66  0.5956
