1.8500000e+02 9.003824e-01 1.606715e+02
1.8501000e+02 8.949284e-01 1.600857e+02
1.8502000e+02 8.895185e-01 1.595014e+02
1.8503000e+02 8.841519e-01 1.589186e+02
1.8504000e+02 8.788280e-01 1.583373e+02
1.8505000e+02 8.735462e-01 1.577575e+02
1.8506000e+02 8.683061e-01 1.571791e+02
1.8507000e+02 8.631071e-01 1.566023e+02
1.8508000e+02 8.579491e-01 1.560270e+02
1.8509000e+02 8.528316e-01 1.554532e+02
1.8510000e+02 8.477549e-01 1.548810e+02
1.8511000e+02 8.427195e-01 1.543106e+02
1.8512000e+02 8.377281e-01 1.537423e+02
1.8513000e+02 8.327662e-01 1.531746e+02
1.8514000e+02 8.278259e-01 1.526067e+02
1.8515000e+02 8.229302e-01 1.520411e+02
1.8516000e+02 8.180744e-01 1.514773e+02
1.8517000e+02 8.132570e-01 1.509153e+02
1.8518000e+02 8.084772e-01 1.503549e+02
1.8519000e+02 8.037344e-01 1.497962e+02
1.8520000e+02 7.990284e-01 1.492392e+02
1.8521000e+02 7.943587e-01 1.486839e+02
1.8522000e+02 7.897250e-01 1.481303e+02
1.8523000e+02 7.851273e-01 1.475784e+02
1.8524000e+02 7.805654e-01 1.470283e+02
1.8525000e+02 7.760391e-01 1.464800e+02
1.8526000e+02 7.715486e-01 1.459335e+02
1.8527000e+02 7.670942e-01 1.453890e+02
1.8528000e+02 7.626764e-01 1.448464e+02
1.8529000e+02 7.582967e-01 1.443062e+02
1.8530000e+02 7.539583e-01 1.437685e+02
1.8531000e+02 7.496715e-01 1.432348e+02
1.8532000e+02 7.454914e-01 1.427116e+02
1.8533000e+02 7.411165e-01 1.421638e+02
1.8534000e+02 7.368530e-01 1.416271e+02
1.8535000e+02 7.326394e-01 1.410942e+02
1.8536000e+02 7.284660e-01 1.405641e+02
1.8537000e+02 7.243294e-01 1.400364e+02
1.8538000e+02 7.202283e-01 1.395109e+02
1.8539000e+02 7.161617e-01 1.389877e+02
1.8540000e+02 7.121294e-01 1.384668e+02
1.8541000e+02 7.081314e-01 1.379481e+02
1.8542000e+02 7.041677e-01 1.374317e+02
1.8543000e+02 7.002390e-01 1.369177e+02
1.8544000e+02 6.963459e-01 1.364063e+02
1.8545000e+02 6.924895e-01 1.358976e+02
1.8546000e+02 6.886715e-01 1.353918e+02
1.8547000e+02 6.848944e-01 1.348892e+02
1.8548000e+02 6.811616e-01 1.343903e+02
1.8549000e+02 6.774784e-01 1.338958e+02
1.8550000e+02 6.738527e-01 1.334066e+02
1.8551000e+02 6.702971e-01 1.329243e+02
1.8552000e+02 6.668327e-01 1.324515e+02
1.8553000e+02 6.634978e-01 1.319929e+02
1.8554000e+02 6.603781e-01 1.315595e+02
1.8555000e+02 6.577394e-01 1.311860e+02
1.8556000e+02 6.548191e-01 1.307800e+02
1.8557000e+02 6.498897e-01 1.301188e+02
1.8558000e+02 6.457146e-01 1.295535e+02
1.8559000e+02 6.418146e-01 1.290208e+02
1.8560000e+02 6.380656e-01 1.285051e+02
1.8561000e+02 6.344171e-01 1.280002e+02
1.8562000e+02 6.308429e-01 1.275029e+02
1.8563000e+02 6.273275e-01 1.270115e+02
1.8564000e+02 6.238609e-01 1.265248e+02
1.8565000e+02 6.204366e-01 1.260420e+02
1.8566000e+02 6.170501e-01 1.255626e+02
1.8567000e+02 6.136983e-01 1.250864e+02
1.8568000e+02 6.103786e-01 1.246130e+02
1.8569000e+02 6.070894e-01 1.241422e+02
1.8570000e+02 6.038292e-01 1.236740e+02
1.8571000e+02 6.005969e-01 1.232082e+02
1.8572000e+02 5.973916e-01 1.227447e+02
1.8573000e+02 5.942127e-01 1.222836e+02
1.8574000e+02 5.910596e-01 1.218246e+02
1.8575000e+02 5.879317e-01 1.213679e+02
1.8576000e+02 5.848288e-01 1.209133e+02
1.8577000e+02 5.817506e-01 1.204610e+02
1.8578000e+02 5.786976e-01 1.200110e+02
1.8579000e+02 5.756736e-01 1.195638e+02
1.8580000e+02 5.726552e-01 1.191162e+02
1.8581000e+02 5.696646e-01 1.186714e+02
1.8582000e+02 5.666981e-01 1.182289e+02
1.8583000e+02 5.637545e-01 1.177885e+02
1.8584000e+02 5.608334e-01 1.173501e+02
1.8585000e+02 5.579343e-01 1.169137e+02
1.8586000e+02 5.550569e-01 1.164794e+02
1.8587000e+02 5.522010e-01 1.160471e+02
1.8588000e+02 5.493664e-01 1.156167e+02
1.8589000e+02 5.465527e-01 1.151883e+02
1.8590000e+02 5.437599e-01 1.147619e+02
1.8591000e+02 5.409876e-01 1.143375e+02
1.8592000e+02 5.382357e-01 1.139150e+02
1.8593000e+02 5.355040e-01 1.134945e+02
1.8594000e+02 5.327922e-01 1.130759e+02
1.8595000e+02 5.301004e-01 1.126593e+02
1.8596000e+02 5.274281e-01 1.122446e+02
1.8597000e+02 5.247753e-01 1.118318e+02
1.8598000e+02 5.221419e-01 1.114210e+02
1.8599000e+02 5.195275e-01 1.110120e+02
1.8600000e+02 5.169321e-01 1.106050e+02
1.8601000e+02 5.143555e-01 1.101999e+02
1.8602000e+02 5.117975e-01 1.097967e+02
1.8603000e+02 5.092580e-01 1.093953e+02
1.8604000e+02 5.067368e-01 1.089959e+02
1.8605000e+02 5.042338e-01 1.085983e+02
1.8606000e+02 5.017487e-01 1.082026e+02
1.8607000e+02 4.992815e-01 1.078088e+02
1.8608000e+02 4.968320e-01 1.074169e+02
1.8609000e+02 4.944001e-01 1.070268e+02
1.8610000e+02 4.919855e-01 1.066386e+02
1.8611000e+02 4.895882e-01 1.062522e+02
1.8612000e+02 4.872080e-01 1.058677e+02
1.8613000e+02 4.848447e-01 1.054850e+02
1.8614000e+02 4.824983e-01 1.051041e+02
1.8615000e+02 4.801685e-01 1.047251e+02
1.8616000e+02 4.778553e-01 1.043479e+02
1.8617000e+02 4.755585e-01 1.039725e+02
1.8618000e+02 4.732780e-01 1.035989e+02
1.8619000e+02 4.710136e-01 1.032271e+02
1.8620000e+02 4.687652e-01 1.028571e+02
1.8621000e+02 4.665327e-01 1.024889e+02
1.8622000e+02 4.643159e-01 1.021225e+02
1.8623000e+02 4.621147e-01 1.017579e+02
1.8624000e+02 4.599291e-01 1.013951e+02
1.8625000e+02 4.577588e-01 1.010340e+02
1.8626000e+02 4.556038e-01 1.006747e+02
1.8627000e+02 4.534640e-01 1.003171e+02
1.8628000e+02 4.513392e-01 9.996134e+01
1.8629000e+02 4.492294e-01 9.960731e+01
1.8630000e+02 4.471345e-01 9.925504e+01
1.8631000e+02 4.450545e-01 9.890455e+01
1.8632000e+02 4.429894e-01 9.855585e+01
1.8633000e+02 4.409399e-01 9.820904e+01
