azfit  269.69745   83.15466  316.49521    43.2022      -1.83 +-        NaN   -207.0   -828.0 Jul-11-12:18:37-2000 jupiter
azfit  269.69745   83.15466  316.49521    43.2022      -1.83 +-        NaN   -207.0   -828.0 Jul-11-12:19:55-2000 jupiter
